>A
M
937.0;-454.0	412.0;-454.0
1190.04;-942.625	1205.0;-943.0
1205.0;-943.0	1247.315;-939.6249999999999
1247.315;-939.6249999999999	1286.6599999999999;-929.5
1286.6599999999999;-929.5	1323.0349999999999;-912.625
1323.0349999999999;-912.625	1334.5;-905.5
1334.5;-905.5	1366.285;-878.7249999999999
1366.285;-878.7249999999999	1393.8400000000001;-843.4
1393.8400000000001;-843.4	1417.165;-799.5250000000001
1417.165;-799.5250000000001	1424.0;-783.0
1424.0;-783.0	1435.2199999999998;-742.26
1435.2199999999998;-742.26	1442.48;-689.64
1442.48;-689.64	1445.78;-625.14
1445.78;-625.14	1446.0;-601.0
1446.0;-601.0	1446.0;-207.0
1446.0;-207.0	1447.1699999999998;-160.26
1447.1699999999998;-160.26	1450.6799999999998;-123.24000000000001
1450.6799999999998;-123.24000000000001	1456.53;-95.94000000000001
1456.53;-95.94000000000001	1459.0;-89.0
1459.0;-89.0	1466.5299999999997;-76.385
1466.5299999999997;-76.385	1477.12;-64.94
1477.12;-64.94	1490.77;-54.665
1490.77;-54.665	1496.0;-51.5
1496.0;-51.5	1515.2599999999998;-43.595
1515.2599999999998;-43.595	1540.6399999999999;-38.480000000000004
1540.6399999999999;-38.480000000000004	1572.1399999999999;-36.155
1572.1399999999999;-36.155	1584.0;-36.0
1584.0;-36.0	1584.0;-0.0
1584.0;-0.0	1132.0;-0.0
1132.0;-0.0	1132.0;-36.0
1132.0;-36.0	1151.0;-36.0
1151.0;-36.0	1184.0599999999997;-38.07
1184.0599999999997;-38.07	1212.44;-44.28
1212.44;-44.28	1236.1399999999999;-54.629999999999995
1236.1399999999999;-54.629999999999995	1243.0;-59.0
1243.0;-59.0	1255.6299999999999;-70.31
1255.6299999999999;-70.31	1265.9199999999998;-85.03999999999999
1265.9199999999998;-85.03999999999999	1273.87;-103.19
1273.87;-103.19	1276.0;-110.0
1276.0;-110.0	1278.04;-125.86999999999998
1278.04;-125.86999999999998	1279.3600000000001;-153.07999999999998
1279.3600000000001;-153.07999999999998	1279.96;-191.62999999999997
1279.96;-191.62999999999997	1280.0;-207.0
1280.0;-207.0	1280.0;-601.0
1280.0;-601.0	1277.57;-662.26
1277.57;-662.26	1270.28;-711.6400000000001
1270.28;-711.6400000000001	1258.13;-749.14
1258.13;-749.14	1253.0;-759.0
1253.0;-759.0	1225.37;-791.6399999999999
1225.37;-791.6399999999999	1189.28;-812.76
1189.28;-812.76	1144.73;-822.36
1144.73;-822.36	1128.0;-823.0
1128.0;-823.0	1096.155;-820.6149999999998
1096.155;-820.6149999999998	1064.22;-813.46
1064.22;-813.46	1032.195;-801.535
1032.195;-801.535	1021.5;-796.5
1021.5;-796.5	987.3749999999999;-776.505
987.3749999999999;-776.505	949.2;-748.3199999999999
949.2;-748.3199999999999	906.975;-711.9449999999999
906.975;-711.9449999999999	892.0;-698.0
892.0;-698.0	890.0;-687.0
890.0;-687.0	892.0;-644.0
892.0;-644.0	892.0;-207.0
892.0;-207.0	892.9449999999999;-156.98999999999998
892.9449999999999;-156.98999999999998	895.78;-119.75999999999999
895.78;-119.75999999999999	900.505;-95.31
900.505;-95.31	902.5;-90.0
902.5;-90.0	910.4649999999999;-76.875
910.4649999999999;-76.875	921.7600000000001;-65.1
921.7600000000001;-65.1	936.385;-54.675
936.385;-54.675	942.0;-51.5
942.0;-51.5	963.0899999999999;-43.595
963.0899999999999;-43.595	991.56;-38.480000000000004
991.56;-38.480000000000004	1027.4099999999999;-36.155
1027.4099999999999;-36.155	1041.0;-36.0
1041.0;-36.0	1041.0;-0.0
1041.0;-0.0	578.0;-0.0
578.0;-0.0	578.0;-36.0
578.0;-36.0	619.3249999999999;-37.62
619.3249999999999;-37.62	652.1;-42.480000000000004
652.1;-42.480000000000004	676.325;-50.57999999999999
676.325;-50.57999999999999	682.5;-54.0
682.5;-54.0	698.025;-66.41999999999999
698.025;-66.41999999999999	710.4000000000001;-82.08
710.4000000000001;-82.08	719.6249999999999;-100.97999999999999
719.6249999999999;-100.97999999999999	722.0;-108.0
722.0;-108.0	724.5499999999998;-124.04999999999998
724.5499999999998;-124.04999999999998	726.2;-151.8
726.2;-151.8	726.95;-191.24999999999997
726.95;-191.24999999999997	727.0;-207.0
727.0;-207.0	727.0;-601.0
727.0;-601.0	724.03;-662.53
724.03;-662.53	715.12;-712.72
715.12;-712.72	700.27;-751.57
700.27;-751.57	694.0;-762.0
694.0;-762.0	664.4499999999999;-794.64
664.4499999999999;-794.64	628.6;-815.76
628.6;-815.76	586.4499999999999;-825.3599999999999
586.4499999999999;-825.3599999999999	571.0;-826.0
571.0;-826.0	538.6899999999999;-823.3899999999999
538.6899999999999;-823.3899999999999	506.55999999999995;-815.56
506.55999999999995;-815.56	474.61;-802.51
474.61;-802.51	464.0;-797.0
464.0;-797.0	417.61999999999995;-769.61
417.61999999999995;-769.61	378.08;-740.24
378.08;-740.24	345.38000000000005;-708.89
345.38000000000005;-708.89	336.0;-698.0
336.0;-698.0	336.0;-207.0
336.0;-207.0	337.125;-158.67
337.125;-158.67	340.5;-121.68
340.5;-121.68	346.125;-96.03000000000002
346.125;-96.03000000000002	348.5;-90.0
348.5;-90.0	357.08;-75.01499999999999
357.08;-75.01499999999999	367.82000000000005;-62.46
367.82000000000005;-62.46	380.71999999999997;-52.335
380.71999999999997;-52.335	385.5;-49.5
385.5;-49.5	404.74499999999995;-42.614999999999995
404.74499999999995;-42.614999999999995	433.08000000000004;-38.160000000000004
433.08000000000004;-38.160000000000004	470.505;-36.135
470.505;-36.135	485.0;-36.0
485.0;-36.0	485.0;-0.0
485.0;-0.0	32.0;-0.0
32.0;-0.0	32.0;-36.0
32.0;-36.0	66.38;-37.214999999999996
66.38;-37.214999999999996	93.91999999999999;-40.86
93.91999999999999;-40.86	114.61999999999999;-46.934999999999995
114.61999999999999;-46.934999999999995	120.0;-49.5
120.0;-49.5	133.92;-59.03999999999999
133.92;-59.03999999999999	145.68;-71.46
145.68;-71.46	155.28;-86.75999999999999
155.28;-86.75999999999999	158.0;-92.5
158.0;-92.5	164.62999999999997;-115.195
164.62999999999997;-115.195	168.92;-147.88
168.92;-147.88	170.87;-190.55499999999998
170.87;-190.55499999999998	171.0;-207.0
171.0;-207.0	171.0;-557.0
171.0;-557.0	170.19;-637.9699999999999
170.19;-637.9699999999999	167.76;-699.68
167.76;-699.68	163.70999999999998;-742.13
163.70999999999998;-742.13	162.0;-752.0
162.0;-752.0	157.07999999999998;-769.9549999999999
157.07999999999998;-769.9549999999999	150.72;-784.22
150.72;-784.22	142.92000000000002;-794.7950000000001
142.92000000000002;-794.7950000000001	140.0;-797.5
140.0;-797.5	130.01;-803.8749999999999
130.01;-803.8749999999999	118.04;-808.0
118.04;-808.0	104.09;-809.875
104.09;-809.875	99.0;-810.0
99.0;-810.0	81.20999999999998;-808.6499999999999
81.20999999999998;-808.6499999999999	61.44;-804.6000000000001
61.44;-804.6000000000001	39.690000000000005;-797.8499999999999
39.690000000000005;-797.8499999999999	32.0;-795.0
32.0;-795.0	17.0;-831.0
17.0;-831.0	293.0;-943.0
293.0;-943.0	336.0;-943.0
336.0;-943.0	336.0;-748.0
336.0;-748.0	336.0;-748.0
Z
>n
M
331.0;-749.0	426.24999999999994;-847.9399999999999
426.24999999999994;-847.9399999999999	518.8;-911.96
518.8;-911.96	608.6499999999999;-941.06
608.6499999999999;-941.06	638.0;-943.0
638.0;-943.0	681.1099999999999;-939.6249999999999
681.1099999999999;-939.6249999999999	720.44;-929.5
720.44;-929.5	755.99;-912.625
755.99;-912.625	767.0;-905.5
767.0;-905.5	797.4199999999998;-878.6349999999999
797.4199999999998;-878.6349999999999	823.8799999999999;-843.04
823.8799999999999;-843.04	846.38;-798.7149999999999
846.38;-798.7149999999999	853.0;-782.0
853.0;-782.0	864.22;-740.24
864.22;-740.24	871.48;-686.96
871.48;-686.96	874.78;-622.16
874.78;-622.16	875.0;-598.0
875.0;-598.0	875.0;-207.0
875.0;-207.0	876.26;-159.83999999999997
876.26;-159.83999999999997	880.04;-122.75999999999999
880.04;-122.75999999999999	886.3399999999999;-95.76
886.3399999999999;-95.76	889.0;-89.0
889.0;-89.0	896.8149999999999;-74.99
896.8149999999999;-74.99	907.06;-62.96
907.06;-62.96	919.7349999999999;-52.910000000000004
919.7349999999999;-52.910000000000004	924.5;-50.0
924.5;-50.0	942.935;-42.86
942.935;-42.86	968.84;-38.24
968.84;-38.24	1002.215;-36.14
1002.215;-36.14	1015.0;-36.0
1015.0;-36.0	1015.0;-0.0
1015.0;-0.0	562.0;-0.0
562.0;-0.0	562.0;-36.0
562.0;-36.0	581.0;-36.0
581.0;-36.0	615.935;-37.754999999999995
615.935;-37.754999999999995	643.94;-43.02
643.94;-43.02	665.015;-51.794999999999995
665.015;-51.794999999999995	670.5;-55.5
670.5;-55.5	684.405;-68.865
684.405;-68.865	695.52;-85.56
695.52;-85.56	703.845;-105.585
703.845;-105.585	706.0;-113.0
706.0;-113.0	708.0399999999998;-127.75999999999999
708.0399999999998;-127.75999999999999	709.36;-154.04
709.36;-154.04	709.96;-191.83999999999997
709.96;-191.83999999999997	710.0;-207.0
710.0;-207.0	710.0;-582.0
710.0;-582.0	707.0749999999999;-650.8349999999999
707.0749999999999;-650.8349999999999	698.3;-707.34
698.3;-707.34	683.675;-751.5149999999999
683.675;-751.5149999999999	677.5;-763.5
677.5;-763.5	653.995;-792.3149999999998
653.995;-792.3149999999998	622.48;-810.96
622.48;-810.96	582.955;-819.435
582.955;-819.435	568.0;-820.0
568.0;-820.0	496.68999999999994;-808.3
496.68999999999994;-808.3	425.55999999999995;-773.1999999999999
425.55999999999995;-773.1999999999999	354.61;-714.7
354.61;-714.7	331.0;-690.0
331.0;-690.0	331.0;-207.0
331.0;-207.0	331.9899999999999;-157.59
331.9899999999999;-157.59	334.96;-120.96000000000001
334.96;-120.96000000000001	339.90999999999997;-97.11
339.90999999999997;-97.11	342.0;-92.0
342.0;-92.0	351.34499999999997;-75.99499999999999
351.34499999999997;-75.99499999999999	362.58000000000004;-62.78
362.58000000000004;-62.78	375.705;-52.355000000000004
375.705;-52.355000000000004	380.5;-49.5
380.5;-49.5	399.74499999999995;-42.614999999999995
399.74499999999995;-42.614999999999995	428.08000000000004;-38.160000000000004
428.08000000000004;-38.160000000000004	465.50499999999994;-36.135
465.50499999999994;-36.135	480.0;-36.0
480.0;-36.0	480.0;-0.0
480.0;-0.0	27.0;-0.0
27.0;-0.0	27.0;-36.0
27.0;-36.0	47.0;-36.0
47.0;-36.0	84.905;-39.195
84.905;-39.195	114.62;-48.78
114.62;-48.78	136.145;-64.755
136.145;-64.755	141.5;-71.5
141.5;-71.5	153.995;-98.60499999999999
153.995;-98.60499999999999	162.07999999999998;-137.32
162.07999999999998;-137.32	165.755;-187.64499999999998
165.755;-187.64499999999998	166.0;-207.0
166.0;-207.0	166.0;-547.0
166.0;-547.0	165.325;-634.3899999999999
165.325;-634.3899999999999	163.29999999999998;-698.56
163.29999999999998;-698.56	159.92499999999998;-739.51
159.92499999999998;-739.51	158.5;-748.0
158.5;-748.0	153.27999999999997;-767.53
153.27999999999997;-767.53	146.62;-782.9200000000001
146.62;-782.9200000000001	138.52;-794.17
138.52;-794.17	135.5;-797.0
135.5;-797.0	125.25499999999998;-803.63
125.25499999999998;-803.63	113.12;-807.9200000000001
113.12;-807.9200000000001	99.095;-809.87
99.095;-809.87	94.0;-810.0
94.0;-810.0	76.21000000000001;-808.6499999999999
76.21000000000001;-808.6499999999999	56.44;-804.6000000000001
56.44;-804.6000000000001	34.690000000000005;-797.8499999999999
34.690000000000005;-797.8499999999999	27.0;-795.0
27.0;-795.0	12.0;-831.0
12.0;-831.0	288.0;-943.0
288.0;-943.0	331.0;-943.0
331.0;-943.0	331.0;-749.0
331.0;-749.0	331.0;-749.0
Z
>o
M
512.0;-943.0	629.42;-928.7799999999999
629.42;-928.7799999999999	732.0799999999999;-886.1199999999999
732.0799999999999;-886.1199999999999	819.98;-815.02
819.98;-815.02	846.0;-785.0
846.0;-785.0	900.5699999999999;-700.4
900.5699999999999;-700.4	935.8799999999999;-608.6
935.8799999999999;-608.6	951.93;-509.6
951.93;-509.6	953.0;-475.0
953.0;-475.0	947.6899999999999;-400.92999999999995
947.6899999999999;-400.92999999999995	931.76;-326.32
931.76;-326.32	905.21;-251.17000000000002
905.21;-251.17000000000002	894.0;-226.0
894.0;-226.0	854.595;-155.98
854.595;-155.98	807.1800000000001;-97.11999999999999
807.1800000000001;-97.11999999999999	751.755;-49.420000000000016
751.755;-49.420000000000016	731.5;-36.0
731.5;-36.0	667.285;-3.359999999999997
667.285;-3.359999999999997	598.84;17.759999999999998
598.84;17.759999999999998	526.165;27.36
526.165;27.36	501.0;28.0
501.0;28.0	384.45;13.149999999999997
384.45;13.149999999999997	283.20000000000005;-31.4
283.20000000000005;-31.4	197.25;-105.64999999999996
197.25;-105.64999999999996	172.0;-137.0
172.0;-137.0	119.46999999999998;-223.46
119.46999999999998;-223.46	85.48;-316.03999999999996
85.48;-316.03999999999996	70.03;-414.74
70.03;-414.74	69.0;-449.0
69.0;-449.0	74.62499999999999;-524.465
74.62499999999999;-524.465	91.5;-599.6600000000001
91.5;-599.6600000000001	119.62499999999999;-674.585
119.62499999999999;-674.585	131.5;-699.5
131.5;-699.5	172.555;-768.3499999999999
172.555;-768.3499999999999	220.72;-825.5
220.72;-825.5	275.995;-870.95
275.995;-870.95	296.0;-883.5
296.0;-883.5	358.28;-913.8449999999999
358.28;-913.8449999999999	422.72;-933.48
422.72;-933.48	489.32;-942.405
489.32;-942.405	512.0;-943.0
512.0;-943.0	512.0;-943.0
Z
M
481.0;-878.0	449.1549999999999;-875.165
449.1549999999999;-875.165	417.21999999999997;-866.6600000000001
417.21999999999997;-866.6600000000001	385.195;-852.4849999999999
385.195;-852.4849999999999	374.5;-846.5
374.5;-846.5	344.24499999999995;-823.325
344.24499999999995;-823.325	317.68;-791.5999999999999
317.68;-791.5999999999999	294.805;-751.3249999999999
294.805;-751.3249999999999	288.0;-736.0
288.0;-736.0	271.16999999999996;-684.55
271.16999999999996;-684.55	260.28000000000003;-625.0
260.28000000000003;-625.0	255.32999999999998;-557.35
255.32999999999998;-557.35	255.0;-533.0
255.0;-533.0	262.155;-417.95
262.155;-417.95	283.62;-312.8
283.62;-312.8	319.395;-217.55
319.395;-217.55	334.5;-188.0
334.5;-188.0	386.74499999999995;-114.05
386.74499999999995;-114.05	448.08000000000004;-66.2
448.08000000000004;-66.2	518.505;-44.45
518.505;-44.45	544.0;-43.0
544.0;-43.0	599.14;-50.199999999999996
599.14;-50.199999999999996	648.1600000000001;-71.80000000000001
648.1600000000001;-71.80000000000001	691.06;-107.79999999999998
691.06;-107.79999999999998	704.0;-123.0
704.0;-123.0	736.1299999999999;-181.34999999999997
736.1299999999999;-181.34999999999997	756.92;-260.4
756.92;-260.4	766.37;-360.15
766.37;-360.15	767.0;-398.0
767.0;-398.0	757.55;-535.04
757.55;-535.04	729.2;-653.3599999999999
729.2;-653.3599999999999	681.95;-752.9599999999999
681.95;-752.9599999999999	662.0;-782.0
662.0;-782.0	615.8899999999999;-830.9599999999999
615.8899999999999;-830.9599999999999	562.76;-862.6400000000001
562.76;-862.6400000000001	502.61;-877.04
502.61;-877.04	481.0;-878.0
481.0;-878.0	481.0;-878.0
Z
>s
M
656.0;-943.0	656.0;-631.0
656.0;-631.0	623.0;-631.0
623.0;-631.0	598.265;-710.7399999999999
598.265;-710.7399999999999	569.6600000000001;-773.56
569.6600000000001;-773.56	537.185;-819.46
537.185;-819.46	525.5;-831.0
525.5;-831.0	486.8749999999999;-858.03
486.8749999999999;-858.03	442.4;-875.52
442.4;-875.52	392.07500000000005;-883.47
392.07500000000005;-883.47	374.0;-884.0
374.0;-884.0	334.42999999999995;-880.67
334.42999999999995;-880.67	299.71999999999997;-870.6800000000001
299.71999999999997;-870.6800000000001	269.87;-854.03
269.87;-854.03	261.0;-847.0
261.0;-847.0	239.07;-824.08
239.07;-824.08	224.88;-799.72
224.88;-799.72	218.43;-773.92
218.43;-773.92	218.0;-765.0
218.0;-765.0	220.88;-732.8399999999999
220.88;-732.8399999999999	229.52;-703.5600000000001
229.52;-703.5600000000001	243.92000000000002;-677.16
243.92000000000002;-677.16	250.0;-669.0
250.0;-669.0	274.35999999999996;-643.9499999999999
274.35999999999996;-643.9499999999999	310.24;-618.0
310.24;-618.0	357.64;-591.15
357.64;-591.15	376.0;-582.0
376.0;-582.0	522.0;-511.0
522.0;-511.0	625.53;-445.92999999999995
625.53;-445.92999999999995	692.52;-369.52
692.52;-369.52	722.97;-281.77000000000004
722.97;-281.77000000000004	725.0;-250.0
725.0;-250.0	716.495;-179.365
716.495;-179.365	690.98;-117.46000000000001
690.98;-117.46000000000001	648.4549999999999;-64.28500000000001
648.4549999999999;-64.28500000000001	630.5;-48.5
630.5;-48.5	571.775;-9.484999999999998
571.775;-9.484999999999998	509.0;15.759999999999998
509.0;15.759999999999998	442.175;27.235
442.175;27.235	419.0;28.0
419.0;28.0	366.44;25.299999999999997
366.44;25.299999999999997	309.55999999999995;17.200000000000003
309.55999999999995;17.200000000000003	248.36;3.700000000000004
248.36;3.700000000000004	227.0;-2.0
227.0;-2.0	208.27999999999997;-7.1
208.27999999999997;-7.1	191.72;-10.4
191.72;-10.4	177.32;-11.9
177.32;-11.9	173.0;-12.0
173.0;-12.0	160.1;-9.659999999999998
160.1;-9.659999999999998	149.0;-2.6399999999999997
149.0;-2.6399999999999997	139.7;9.059999999999997
139.7;9.059999999999997	137.0;14.0
137.0;14.0	104.0;14.0
104.0;14.0	104.0;-313.0
104.0;-313.0	137.0;-313.0
137.0;-313.0	158.39000000000001;-235.20999999999998
158.39000000000001;-235.20999999999998	188.96;-169.84
188.96;-169.84	228.70999999999998;-116.89
228.70999999999998;-116.89	244.0;-102.0
244.0;-102.0	293.10999999999996;-65.79
293.10999999999996;-65.79	345.64;-42.36
345.64;-42.36	401.59;-31.71
401.59;-31.71	421.0;-31.0
421.0;-31.0	460.1049999999999;-34.644999999999996
460.1049999999999;-34.644999999999996	494.62;-45.58
494.62;-45.58	524.545;-63.80499999999999
524.545;-63.80499999999999	533.5;-71.5
533.5;-71.5	555.685;-97.28499999999998
555.685;-97.28499999999998	570.04;-126.03999999999999
570.04;-126.03999999999999	576.5649999999999;-157.765
576.5649999999999;-157.765	577.0;-169.0
577.0;-169.0	572.635;-208.42
572.635;-208.42	559.54;-243.88
559.54;-243.88	537.715;-275.38
537.715;-275.38	528.5;-285.0
528.5;-285.0	490.7149999999999;-315.45
490.7149999999999;-315.45	435.55999999999995;-350.4
435.55999999999995;-350.4	363.035;-389.85
363.035;-389.85	335.0;-404.0
335.0;-404.0	257.0;-445.94
257.0;-445.94	197.0;-485.36
197.0;-485.36	155.0;-522.26
155.0;-522.26	145.0;-534.0
145.0;-534.0	122.05;-570.9
122.05;-570.9	107.2;-613.2
107.2;-613.2	100.45;-660.8999999999999
100.45;-660.8999999999999	100.0;-678.0
100.0;-678.0	106.975;-742.4699999999999
106.975;-742.4699999999999	127.9;-800.28
127.9;-800.28	162.77499999999998;-851.43
162.77499999999998;-851.43	177.5;-867.0
177.5;-867.0	228.09499999999997;-905.7599999999999
228.09499999999997;-905.7599999999999	286.88;-930.8399999999999
286.88;-930.8399999999999	353.855;-942.24
353.855;-942.24	378.0;-943.0
378.0;-943.0	412.46999999999997;-940.9299999999998
412.46999999999997;-940.9299999999998	451.0799999999999;-934.72
451.0799999999999;-934.72	493.83;-924.3699999999999
493.83;-924.3699999999999	509.0;-920.0
509.0;-920.0	536.54;-912.3499999999999
536.54;-912.3499999999999	557.96;-907.4000000000001
557.96;-907.4000000000001	573.26;-905.15
573.26;-905.15	577.0;-905.0
577.0;-905.0	585.9699999999999;-905.63
585.9699999999999;-905.63	593.6800000000001;-907.52
593.6800000000001;-907.52	600.13;-910.67
600.13;-910.67	602.0;-912.0
602.0;-912.0	607.67;-917.7299999999999
607.67;-917.7299999999999	613.88;-926.52
613.88;-926.52	620.63;-938.3699999999999
620.63;-938.3699999999999	623.0;-943.0
623.0;-943.0	656.0;-943.0
656.0;-943.0	656.0;-943.0
Z
>w
M
13.0;-916.0	397.0;-916.0
397.0;-916.0	397.0;-879.0
397.0;-879.0	368.485;-875.6099999999999
368.485;-875.6099999999999	346.54;-870.24
346.54;-870.24	331.16499999999996;-862.8900000000001
331.16499999999996;-862.8900000000001	327.5;-860.0
327.5;-860.0	319.085;-849.8299999999999
319.085;-849.8299999999999	313.64;-837.32
313.64;-837.32	311.16499999999996;-822.47
311.16499999999996;-822.47	311.0;-817.0
311.0;-817.0	312.53;-797.2299999999999
312.53;-797.2299999999999	317.12;-775.12
317.12;-775.12	324.77;-750.67
324.77;-750.67	328.0;-742.0
328.0;-742.0	524.0;-215.0
524.0;-215.0	721.0;-644.0
721.0;-644.0	669.0;-779.0
669.0;-779.0	653.2499999999999;-811.67
653.2499999999999;-811.67	634.8;-837.6800000000001
634.8;-837.6800000000001	613.65;-857.03
613.65;-857.03	606.0;-862.0
606.0;-862.0	589.3799999999999;-869.41
589.3799999999999;-869.41	565.9200000000001;-874.8399999999999
565.9200000000001;-874.8399999999999	535.62;-878.29
535.62;-878.29	524.0;-879.0
524.0;-879.0	524.0;-916.0
524.0;-916.0	960.0;-916.0
960.0;-916.0	960.0;-879.0
960.0;-879.0	920.5799999999999;-875.3999999999999
920.5799999999999;-875.3999999999999	888.72;-868.2
888.72;-868.2	864.4200000000001;-857.4
864.4200000000001;-857.4	858.0;-853.0
858.0;-853.0	847.7999999999998;-841.6899999999999
847.7999999999998;-841.6899999999999	841.2;-826.96
841.2;-826.96	838.2;-808.81
838.2;-808.81	838.0;-802.0
838.0;-802.0	838.7199999999999;-789.91
838.7199999999999;-789.91	840.8800000000001;-777.6400000000001
840.8800000000001;-777.6400000000001	844.48;-765.1899999999999
844.48;-765.1899999999999	846.0;-761.0
846.0;-761.0	1054.0;-235.0
1054.0;-235.0	1247.0;-742.0
1247.0;-742.0	1257.2;-772.4199999999998
1257.2;-772.4199999999998	1263.8000000000002;-798.88
1263.8000000000002;-798.88	1266.8;-821.38
1266.8;-821.38	1267.0;-828.0
1267.0;-828.0	1265.245;-839.0400000000001
1265.245;-839.0400000000001	1259.98;-849.3599999999999
1259.98;-849.3599999999999	1251.205;-858.9599999999999
1251.205;-858.9599999999999	1247.5;-862.0
1247.5;-862.0	1232.425;-869.8299999999999
1232.425;-869.8299999999999	1210.6;-875.3199999999999
1210.6;-875.3199999999999	1182.0249999999999;-878.47
1182.0249999999999;-878.47	1171.0;-879.0
1171.0;-879.0	1171.0;-916.0
1171.0;-916.0	1460.0;-916.0
1460.0;-916.0	1460.0;-879.0
1460.0;-879.0	1411.94;-862.9199999999998
1411.94;-862.9199999999998	1372.1599999999999;-830.28
1372.1599999999999;-830.28	1340.66;-781.0799999999999
1340.66;-781.0799999999999	1332.0;-761.0
1332.0;-761.0	1026.0;28.0
1026.0;28.0	985.0;28.0
985.0;28.0	756.0;-557.0
756.0;-557.0	489.0;28.0
489.0;28.0	452.0;28.0
452.0;28.0	158.0;-742.0
158.0;-742.0	140.69;-781.5249999999999
140.69;-781.5249999999999	123.56;-812.5
123.56;-812.5	106.61000000000001;-834.925
106.61000000000001;-834.925	101.0;-840.5
101.0;-840.5	81.32;-854.675
81.32;-854.675	55.88;-866.6000000000001
55.88;-866.6000000000001	24.680000000000007;-876.2750000000001
24.680000000000007;-876.2750000000001	13.0;-879.0
13.0;-879.0	13.0;-916.0
13.0;-916.0	13.0;-916.0
Z
>Æ
M
1233.0;-1387.0	1264.0;-926.0
1264.0;-926.0	1233.0;-926.0
1233.0;-926.0	1191.03;-1039.76
1191.03;-1039.76	1139.52;-1132.6399999999999
1139.52;-1132.6399999999999	1078.47;-1204.6399999999999
1078.47;-1204.6399999999999	1056.0;-1224.0
1056.0;-1224.0	982.8599999999999;-1270.4099999999999
982.8599999999999;-1270.4099999999999	901.44;-1300.44
901.44;-1300.44	811.74;-1314.0900000000001
811.74;-1314.0900000000001	780.0;-1315.0
780.0;-1315.0	701.3399999999999;-1308.8349999999998
701.3399999999999;-1308.8349999999998	627.3599999999999;-1290.34
627.3599999999999;-1290.34	558.06;-1259.5149999999999
558.06;-1259.5149999999999	536.0;-1246.5
536.0;-1246.5	474.785;-1198.065
474.785;-1198.065	421.94000000000005;-1134.96
421.94000000000005;-1134.96	377.46500000000003;-1057.185
377.46500000000003;-1057.185	364.5;-1028.0
364.5;-1028.0	332.625;-931.43
332.625;-931.43	312.0;-821.72
312.0;-821.72	302.625;-698.87
302.625;-698.87	302.0;-655.0
302.0;-655.0	307.31;-549.01
307.31;-549.01	323.24;-451.84
323.24;-451.84	349.78999999999996;-363.49
349.78999999999996;-363.49	361.0;-336.0
361.0;-336.0	401.75499999999994;-260.67
401.75499999999994;-260.67	453.22;-196.68
453.22;-196.68	515.395;-144.03000000000003
515.395;-144.03000000000003	538.5;-129.0
538.5;-129.0	612.615;-92.27999999999999
612.615;-92.27999999999999	692.76;-68.52
692.76;-68.52	778.935;-57.72
778.935;-57.72	809.0;-57.0
809.0;-57.0	885.4099999999999;-62.084999999999994
885.4099999999999;-62.084999999999994	956.24;-77.34
956.24;-77.34	1021.49;-102.76499999999999
1021.49;-102.76499999999999	1042.0;-113.5
1042.0;-113.5	1104.3999999999999;-157.43499999999997
1104.3999999999999;-157.43499999999997	1170.4;-221.44
1170.4;-221.44	1240.0;-305.51499999999993
1240.0;-305.51499999999993	1264.0;-338.0
1264.0;-338.0	1295.0;-318.0
1295.0;-318.0	1230.7399999999998;-218.13
1230.7399999999998;-218.13	1160.3600000000001;-135.72
1160.3600000000001;-135.72	1083.8600000000001;-70.77000000000001
1083.8600000000001;-70.77000000000001	1057.0;-53.0
1057.0;-53.0	970.81;-10.159999999999997
970.81;-10.159999999999997	875.44;17.559999999999995
875.44;17.559999999999995	770.89;30.16
770.89;30.16	734.0;31.0
734.0;31.0	545.48;8.499999999999996
545.48;8.499999999999996	384.32;-59.0
384.32;-59.0	250.52000000000004;-171.49999999999994
250.52000000000004;-171.49999999999994	212.0;-219.0
212.0;-219.0	141.61999999999998;-336.53999999999996
141.61999999999998;-336.53999999999996	96.08;-465.96
96.08;-465.96	75.38;-607.2599999999999
75.38;-607.2599999999999	74.0;-657.0
74.0;-657.0	82.19;-775.8299999999999
82.19;-775.8299999999999	106.75999999999999;-888.72
106.75999999999999;-888.72	147.70999999999998;-995.67
147.70999999999998;-995.67	165.0;-1030.0
165.0;-1030.0	225.765;-1125.115
225.765;-1125.115	298.86;-1206.46
298.86;-1206.46	384.28499999999997;-1274.0349999999999
384.28499999999997;-1274.0349999999999	415.5;-1293.5
415.5;-1293.5	513.855;-1341.185
513.855;-1341.185	617.52;-1372.04
617.52;-1372.04	726.495;-1386.065
726.495;-1386.065	764.0;-1387.0
764.0;-1387.0	851.84;-1380.5199999999998
851.84;-1380.5199999999998	938.96;-1361.08
938.96;-1361.08	1025.36;-1328.68
1025.36;-1328.68	1054.0;-1315.0
1054.0;-1315.0	1077.04;-1303.7799999999997
1077.04;-1303.7799999999997	1095.76;-1296.52
1095.76;-1296.52	1110.1599999999999;-1293.2199999999998
1110.1599999999999;-1293.2199999999998	1114.0;-1293.0
1114.0;-1293.0	1129.57;-1294.7099999999998
1129.57;-1294.7099999999998	1143.8799999999999;-1299.84
1143.8799999999999;-1299.84	1156.93;-1308.39
1156.93;-1308.39	1161.0;-1312.0
1161.0;-1312.0	1175.2499999999998;-1330.0899999999997
1175.2499999999998;-1330.0899999999997	1186.8;-1351.96
1186.8;-1351.96	1195.6499999999999;-1377.6100000000001
